species_name_audit_pk	species_pk	source_dataset	source_species_name	species_normalized	match_status
301		meiri	Tropiocolotes naybandensis	tropiocolotes_naybandensis	normalized_no_species_lookup_provided
302		meiri	Leposoma nanodactylus	leposoma_nanodactylus	normalized_no_species_lookup_provided
303		meiri	Leposoma sinepollex	leposoma_sinepollex	normalized_no_species_lookup_provided
304		meiri	Loxopholis ferreirai	loxopholis_ferreirai	normalized_no_species_lookup_provided
305		meiri	Procellosaurinus tetradactylus	procellosaurinus_tetradactylus	normalized_no_species_lookup_provided
306		meiri	Geomyersia glabra	geomyersia_glabra	normalized_no_species_lookup_provided
307		meiri	Lankascincus sameerai	lankascincus_sameerai	normalized_no_species_lookup_provided
308		meiri	Leptosiaphos aloysiisabaudiae	leptosiaphos_aloysiisabaudiae	normalized_no_species_lookup_provided
309		meiri	Lerista chordae	lerista_chordae	normalized_no_species_lookup_provided
310		meiri	Lerista elegans	lerista_elegans	normalized_no_species_lookup_provided
311		meiri	Lerista jacksoni	lerista_jacksoni	normalized_no_species_lookup_provided
312		meiri	Lerista kingi	lerista_kingi	normalized_no_species_lookup_provided
313		meiri	Lerista micra	lerista_micra	normalized_no_species_lookup_provided
314		meiri	Lerista taeniata	lerista_taeniata	normalized_no_species_lookup_provided
315		meiri	Nannoscincus fuscus	nannoscincus_fuscus	normalized_no_species_lookup_provided
316		meiri	Nannoscincus humectus	nannoscincus_humectus	normalized_no_species_lookup_provided
317		meiri	Paracontias mahamavo	paracontias_mahamavo	normalized_no_species_lookup_provided
318		meiri	Paracontias vermisaurus	paracontias_vermisaurus	normalized_no_species_lookup_provided
319		meiri	Parvoscincus sisoni	parvoscincus_sisoni	normalized_no_species_lookup_provided
320		meiri	Scincella apraefrontalis	scincella_apraefrontalis	normalized_no_species_lookup_provided
321		meiri	Tytthoscincus biparietalis	tytthoscincus_biparietalis	normalized_no_species_lookup_provided
322		meiri	Tytthoscincus keciktuek	tytthoscincus_keciktuek	normalized_no_species_lookup_provided
323		meiri	Tytthoscincus monticolus	tytthoscincus_monticolus	normalized_no_species_lookup_provided
324		meiri	Tytthoscincus panchorensis	tytthoscincus_panchorensis	normalized_no_species_lookup_provided
325		meiri	Tytthoscincus parvus	tytthoscincus_parvus	normalized_no_species_lookup_provided
326		meiri	Tytthoscincus temasekensis	tytthoscincus_temasekensis	normalized_no_species_lookup_provided
327		meiri	Tytthoscincus temengorensis	tytthoscincus_temengorensis	normalized_no_species_lookup_provided
328		meiri	Coleodactylus septentrionalis	coleodactylus_septentrionalis	normalized_no_species_lookup_provided
329		meiri	Gonatodes daudini	gonatodes_daudini	normalized_no_species_lookup_provided
330		meiri	Pristurus adrarensis	pristurus_adrarensis	normalized_no_species_lookup_provided
331		meiri	Pristurus rupestris	pristurus_rupestris	normalized_no_species_lookup_provided
332		meiri	Pseudogonatodes peruvianus	pseudogonatodes_peruvianus	normalized_no_species_lookup_provided
333		meiri	Saurodactylus elmoudenii	saurodactylus_elmoudenii	normalized_no_species_lookup_provided
334		meiri	Saurodactylus splendidus	saurodactylus_splendidus	normalized_no_species_lookup_provided
335		meiri	Sphaerodactylus armasi	sphaerodactylus_armasi	normalized_no_species_lookup_provided
336		meiri	Sphaerodactylus caicosensis	sphaerodactylus_caicosensis	normalized_no_species_lookup_provided
337		meiri	Sphaerodactylus celicara	sphaerodactylus_celicara	normalized_no_species_lookup_provided
338		meiri	Sphaerodactylus dunni	sphaerodactylus_dunni	normalized_no_species_lookup_provided
339		meiri	Sphaerodactylus goniorhynchus	sphaerodactylus_goniorhynchus	normalized_no_species_lookup_provided
340		meiri	Sphaerodactylus graptolaemus	sphaerodactylus_graptolaemus	normalized_no_species_lookup_provided
341		meiri	Sphaerodactylus heliconiae	sphaerodactylus_heliconiae	normalized_no_species_lookup_provided
342		meiri	Sphaerodactylus lineolatus	sphaerodactylus_lineolatus	normalized_no_species_lookup_provided
343		meiri	Sphaerodactylus oxyrhinus	sphaerodactylus_oxyrhinus	normalized_no_species_lookup_provided
344		meiri	Sphaerodactylus randi	sphaerodactylus_randi	normalized_no_species_lookup_provided
345		meiri	Sphaerodactylus rhabdotus	sphaerodactylus_rhabdotus	normalized_no_species_lookup_provided
346		meiri	Sphaerodactylus richardi	sphaerodactylus_richardi	normalized_no_species_lookup_provided
347		meiri	Sphaerodactylus ruibali	sphaerodactylus_ruibali	normalized_no_species_lookup_provided
348		meiri	Sphaerodactylus semasiops	sphaerodactylus_semasiops	normalized_no_species_lookup_provided
349		meiri	Sphaerodactylus siboney	sphaerodactylus_siboney	normalized_no_species_lookup_provided
350		meiri	Sphaerodactylus storeyae	sphaerodactylus_storeyae	normalized_no_species_lookup_provided
351		meiri	Sphaerodactylus underwoodi	sphaerodactylus_underwoodi	normalized_no_species_lookup_provided
352		meiri	Sphaerodactylus zygaena	sphaerodactylus_zygaena	normalized_no_species_lookup_provided
353		meiri	Pseudorabdion saravacense	pseudorabdion_saravacense	normalized_no_species_lookup_provided
354		meiri	Gerrhopilus bisubocularis	gerrhopilus_bisubocularis	normalized_no_species_lookup_provided
355		meiri	Gerrhopilus mirus	gerrhopilus_mirus	normalized_no_species_lookup_provided
356		meiri	Epictia amazonica	epictia_amazonica	normalized_no_species_lookup_provided
357		meiri	Epictia vonmayi	epictia_vonmayi	normalized_no_species_lookup_provided
358		meiri	Leptotyphlops sylvicolus	leptotyphlops_sylvicolus	normalized_no_species_lookup_provided
359		meiri	Indotyphlops schmutzi	indotyphlops_schmutzi	normalized_no_species_lookup_provided
360		meiri	Amphisbaena miringoera	amphisbaena_miringoera	normalized_no_species_lookup_provided
361		meiri	Amphisbaena slateri	amphisbaena_slateri	normalized_no_species_lookup_provided
362		meiri	Brookesia desperata	brookesia_desperata	normalized_no_species_lookup_provided
363		meiri	Anolis incredulus	anolis_incredulus	normalized_no_species_lookup_provided
364		meiri	Anolis pygmaeus	anolis_pygmaeus	normalized_no_species_lookup_provided
365		meiri	Alsophylax loricatus	alsophylax_loricatus	normalized_no_species_lookup_provided
366		meiri	Alsophylax szczerbaki	alsophylax_szczerbaki	normalized_no_species_lookup_provided
367		meiri	Cnemaspis agarwali	cnemaspis_agarwali	normalized_no_species_lookup_provided
368		meiri	Cnemaspis amba	cnemaspis_amba	normalized_no_species_lookup_provided
369		meiri	Cnemaspis amith	cnemaspis_amith	normalized_no_species_lookup_provided
370		meiri	Cnemaspis assamensis	cnemaspis_assamensis	normalized_no_species_lookup_provided
371		meiri	Cnemaspis girii	cnemaspis_girii	normalized_no_species_lookup_provided
372		meiri	Cnemaspis gotaimbarai	cnemaspis_gotaimbarai	normalized_no_species_lookup_provided
373		meiri	Cnemaspis kotagamai	cnemaspis_kotagamai	normalized_no_species_lookup_provided
374		meiri	Cnemaspis modiglianii	cnemaspis_modiglianii	normalized_no_species_lookup_provided
375		meiri	Cnemaspis monticola	cnemaspis_monticola	normalized_no_species_lookup_provided
376		meiri	Cnemaspis nilgala	cnemaspis_nilgala	normalized_no_species_lookup_provided
377		meiri	Hemidactylus pumilio	hemidactylus_pumilio	normalized_no_species_lookup_provided
378		meiri	Lakigecko aaronbaueri	lakigecko_aaronbaueri	normalized_no_species_lookup_provided
379		meiri	Lepidodactylus pollostos	lepidodactylus_pollostos	normalized_no_species_lookup_provided
380		meiri	Lygodactylus inexpectatus	lygodactylus_inexpectatus	normalized_no_species_lookup_provided
381		meiri	Lygodactylus somalicus	lygodactylus_somalicus	normalized_no_species_lookup_provided
382		meiri	Lygodactylus soutpansbergensis	lygodactylus_soutpansbergensis	normalized_no_species_lookup_provided
383		meiri	Lygodactylus tsavoensis	lygodactylus_tsavoensis	normalized_no_species_lookup_provided
384		meiri	Mediodactylus sagittifer	mediodactylus_sagittifer	normalized_no_species_lookup_provided
385		meiri	Nactus coindemirensis	nactus_coindemirensis	normalized_no_species_lookup_provided
386		meiri	Nactus vankampeni	nactus_vankampeni	normalized_no_species_lookup_provided
387		meiri	Phelsuma kely	phelsuma_kely	normalized_no_species_lookup_provided
388		meiri	Amapasaurus tetradactylus	amapasaurus_tetradactylus	normalized_no_species_lookup_provided
389		meiri	Arthrosaura testigensis	arthrosaura_testigensis	normalized_no_species_lookup_provided
390		meiri	Colobosauroides carvalhoi	colobosauroides_carvalhoi	normalized_no_species_lookup_provided
391		meiri	Leposoma baturitensis	leposoma_baturitensis	normalized_no_species_lookup_provided
392		meiri	Vanzosaura savanicola	vanzosaura_savanicola	normalized_no_species_lookup_provided
393		meiri	Brachymeles minimus	brachymeles_minimus	normalized_no_species_lookup_provided
394		meiri	Cryptoblepharus adamsi	cryptoblepharus_adamsi	normalized_no_species_lookup_provided
395		meiri	Cryptoblepharus novohebridicus	cryptoblepharus_novohebridicus	normalized_no_species_lookup_provided
396		meiri	Cryptoblepharus rutilus	cryptoblepharus_rutilus	normalized_no_species_lookup_provided
397		meiri	Cryptoblepharus xenikos	cryptoblepharus_xenikos	normalized_no_species_lookup_provided
398		meiri	Leptosiaphos hylophilus	leptosiaphos_hylophilus	normalized_no_species_lookup_provided
399		meiri	Lerista amicorum	lerista_amicorum	normalized_no_species_lookup_provided
400		meiri	Lerista clara	lerista_clara	normalized_no_species_lookup_provided
401		meiri	Lerista humphriesi	lerista_humphriesi	normalized_no_species_lookup_provided
402		meiri	Lerista orientalis	lerista_orientalis	normalized_no_species_lookup_provided
403		meiri	Lerista rolfei	lerista_rolfei	normalized_no_species_lookup_provided
404		meiri	Lygisaurus laevis	lygisaurus_laevis	normalized_no_species_lookup_provided
405		meiri	Lygisaurus tanneri	lygisaurus_tanneri	normalized_no_species_lookup_provided
406		meiri	Morethia storri	morethia_storri	normalized_no_species_lookup_provided
407		meiri	Nannoscincus exos	nannoscincus_exos	normalized_no_species_lookup_provided
408		meiri	Nannoscincus gracilis	nannoscincus_gracilis	normalized_no_species_lookup_provided
409		meiri	Panaspis seydeli	panaspis_seydeli	normalized_no_species_lookup_provided
410		meiri	Paracontias ampijoroensis	paracontias_ampijoroensis	normalized_no_species_lookup_provided
411		meiri	Scelotes insularis	scelotes_insularis	normalized_no_species_lookup_provided
412		meiri	Gonatodes machelae	gonatodes_machelae	normalized_no_species_lookup_provided
413		meiri	Lepidoblepharis intermedius	lepidoblepharis_intermedius	normalized_no_species_lookup_provided
414		meiri	Sphaerodactylus argus	sphaerodactylus_argus	normalized_no_species_lookup_provided
415		meiri	Sphaerodactylus dimorphicus	sphaerodactylus_dimorphicus	normalized_no_species_lookup_provided
416		meiri	Sphaerodactylus homolepis	sphaerodactylus_homolepis	normalized_no_species_lookup_provided
417		meiri	Sphaerodactylus ramsdeni	sphaerodactylus_ramsdeni	normalized_no_species_lookup_provided
418		meiri	Sphaerodactylus savagei	sphaerodactylus_savagei	normalized_no_species_lookup_provided
419		meiri	Sphaerodactylus scapularis	sphaerodactylus_scapularis	normalized_no_species_lookup_provided
420		meiri	Sphaerodactylus schuberti	sphaerodactylus_schuberti	normalized_no_species_lookup_provided
421		meiri	Sphaerodactylus thompsoni	sphaerodactylus_thompsoni	normalized_no_species_lookup_provided
422		meiri	Xantusia sherbrookei	xantusia_sherbrookei	normalized_no_species_lookup_provided
423		meiri	Ficimia ruspator	ficimia_ruspator	normalized_no_species_lookup_provided
424		meiri	Tantillita brevissima	tantillita_brevissima	normalized_no_species_lookup_provided
425		meiri	Gerrhopilus hedraeus	gerrhopilus_hedraeus	normalized_no_species_lookup_provided
426		meiri	Epictia pauldwyeri	epictia_pauldwyeri	normalized_no_species_lookup_provided
427		meiri	Myriopholis albiventer	myriopholis_albiventer	normalized_no_species_lookup_provided
428		meiri	Siagonodon cupinensis	siagonodon_cupinensis	normalized_no_species_lookup_provided
429		meiri	Indotyphlops pammeces	indotyphlops_pammeces	normalized_no_species_lookup_provided
430		meiri	Amphisbaena longinqua	amphisbaena_longinqua	normalized_no_species_lookup_provided
431		meiri	Amphisbaena mongoyo	amphisbaena_mongoyo	normalized_no_species_lookup_provided
432		meiri	Sitana kalesari	sitana_kalesari	normalized_no_species_lookup_provided
433		meiri	Brookesia karchei	brookesia_karchei	normalized_no_species_lookup_provided
434		meiri	Anolis alfaroi	anolis_alfaroi	normalized_no_species_lookup_provided
435		meiri	Anolis fugitivus	anolis_fugitivus	normalized_no_species_lookup_provided
436		meiri	Anolis juangundlachi	anolis_juangundlachi	normalized_no_species_lookup_provided
437		meiri	Dierogekko baaba	dierogekko_baaba	normalized_no_species_lookup_provided
438		meiri	Cnemaspis aaronbaueri	cnemaspis_aaronbaueri	normalized_no_species_lookup_provided
439		meiri	Cnemaspis adii	cnemaspis_adii	normalized_no_species_lookup_provided
440		meiri	Cnemaspis andalas	cnemaspis_andalas	normalized_no_species_lookup_provided
441		meiri	Cnemaspis anslemi	cnemaspis_anslemi	normalized_no_species_lookup_provided
442		meiri	Cnemaspis gemunu	cnemaspis_gemunu	normalized_no_species_lookup_provided
443		meiri	Cnemaspis kohukumburai	cnemaspis_kohukumburai	normalized_no_species_lookup_provided
444		meiri	Cnemaspis littoralis	cnemaspis_littoralis	normalized_no_species_lookup_provided
445		meiri	Cnemaspis pava	cnemaspis_pava	normalized_no_species_lookup_provided
446		meiri	Cnemaspis pulchra	cnemaspis_pulchra	normalized_no_species_lookup_provided
447		meiri	Cnemaspis shevaroyensis	cnemaspis_shevaroyensis	normalized_no_species_lookup_provided
448		meiri	Cnemaspis silvula	cnemaspis_silvula	normalized_no_species_lookup_provided
449		meiri	Cnemaspis tropidogaster	cnemaspis_tropidogaster	normalized_no_species_lookup_provided
450		meiri	Gekko sorok	gekko_sorok	normalized_no_species_lookup_provided
451		meiri	Goggia braacki	goggia_braacki	normalized_no_species_lookup_provided
452		meiri	Hemidactylus minutus	hemidactylus_minutus	normalized_no_species_lookup_provided
453		meiri	Hemiphyllodactylus ganoklonis	hemiphyllodactylus_ganoklonis	normalized_no_species_lookup_provided
454		meiri	Hemiphyllodactylus nilgiriensis	hemiphyllodactylus_nilgiriensis	normalized_no_species_lookup_provided
455		meiri	Hemiphyllodactylus peninsularis	hemiphyllodactylus_peninsularis	normalized_no_species_lookup_provided
456		meiri	Lygodactylus blancae	lygodactylus_blancae	normalized_no_species_lookup_provided
457		meiri	Lygodactylus klugei	lygodactylus_klugei	normalized_no_species_lookup_provided
458		meiri	Lygodactylus lawrencei	lygodactylus_lawrencei	normalized_no_species_lookup_provided
459		meiri	Lygodactylus miops	lygodactylus_miops	normalized_no_species_lookup_provided
460		meiri	Lygodactylus scorteccii	lygodactylus_scorteccii	normalized_no_species_lookup_provided
461		meiri	Lygodactylus verticillatus	lygodactylus_verticillatus	normalized_no_species_lookup_provided
462		meiri	Lygodactylus williamsi	lygodactylus_williamsi	normalized_no_species_lookup_provided
463		meiri	Microgecko depressus	microgecko_depressus	normalized_no_species_lookup_provided
464		meiri	Pachydactylus scherzi	pachydactylus_scherzi	normalized_no_species_lookup_provided
465		meiri	Phelsuma vanheygeni	phelsuma_vanheygeni	normalized_no_species_lookup_provided
466		meiri	Trigonodactylus persicus	trigonodactylus_persicus	normalized_no_species_lookup_provided
467		meiri	Trigonodactylus sharqiyahensis	trigonodactylus_sharqiyahensis	normalized_no_species_lookup_provided
468		meiri	Tropiocolotes steudneri	tropiocolotes_steudneri	normalized_no_species_lookup_provided
469		meiri	Bachia barbouri	bachia_barbouri	normalized_no_species_lookup_provided
470		meiri	Cercosaura hypnoides	cercosaura_hypnoides	normalized_no_species_lookup_provided
471		meiri	Loxopholis osvaldoi	loxopholis_osvaldoi	normalized_no_species_lookup_provided
472		meiri	Loxopholis percarinatum	loxopholis_percarinatum	normalized_no_species_lookup_provided
473		meiri	Psilops seductus	psilops_seductus	normalized_no_species_lookup_provided
474		meiri	Ophisops elbaensis	ophisops_elbaensis	normalized_no_species_lookup_provided
475		meiri	Asaccus arnoldi	asaccus_arnoldi	normalized_no_species_lookup_provided
476		meiri	Garthia penai	garthia_penai	normalized_no_species_lookup_provided
477		meiri	Cryptoblepharus mertensi	cryptoblepharus_mertensi	normalized_no_species_lookup_provided
478		meiri	Cryptoblepharus tytthos	cryptoblepharus_tytthos	normalized_no_species_lookup_provided
479		meiri	Cryptoblepharus wulbu	cryptoblepharus_wulbu	normalized_no_species_lookup_provided
480		meiri	Cryptoblepharus zoticus	cryptoblepharus_zoticus	normalized_no_species_lookup_provided
481		meiri	Emoia kitcheneri	emoia_kitcheneri	normalized_no_species_lookup_provided
482		meiri	Hemiergis initialis	hemiergis_initialis	normalized_no_species_lookup_provided
